,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
5284,Digital Content Creation,Content Development and Management,Media and Communications,Specialized Skill,False,238,56,13,67
5285,Digital Content Delivery,Content Development and Management,Media and Communications,Specialized Skill,False,46,9,5,8
5286,Digital Content Editing,Digital Design,Design,Specialized Skill,False,42,27,1,5
5287,Digital Content Management,Content Development and Management,Media and Communications,Specialized Skill,False,146,16,3,84
5288,Digital Content Optimization,Content Development and Management,Media and Communications,Specialized Skill,False,2,0,0,2
5289,Digital Content Platforms,Web Content,Information Technology,Specialized Skill,False,6,1,0,1
5290,Digital Content Strategy,Content Development and Management,Media and Communications,Specialized Skill,False,50,11,2,21
5291,Digital Controls,Automation Engineering,Engineering,Specialized Skill,False,39,14,8,7
5292,Digital Currency,Cryptocurrency,Finance,Specialized Skill,False,26,4,7,5
5293,Digital Customer Strategy,Business Strategy,Business,Specialized Skill,False,18,4,0,7
5294,Digital Dashboards,Business Intelligence Software,Analysis,Specialized Skill,False,30,3,1,8
5295,Digital Data,Basic Technical Knowledge,Information Technology,Specialized Skill,False,884,102,104,268
5296,Digital Data Systems,,,Specialized Skill,False,6,1,1,1
5297,Digital Decoupling,,,Specialized Skill,False,9,0,1,1
5298,Digital Design,Digital Design,Design,Specialized Skill,False,1108,191,123,148
5299,Digital Electronics,Electronics Engineering,Engineering,Specialized Skill,False,549,243,87,91
5300,Digital Elevation Models,Surveying and Cartography,Engineering,Specialized Skill,False,12,4,1,1
5301,Digital Endpoints,Medical Equipment and Technology,Health Care,Specialized Skill,False,1,0,0,0
5302,Digital Entertainment Content Ecosystem,,,Specialized Skill,False,2,0,0,0
5303,Digital Experience Strategy,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,False,2,1,0,0
5304,Digital File Management,Document Management,Administration,Specialized Skill,False,1,0,0,0
5305,Digital Filter,Signal Processing,Engineering,Specialized Skill,False,11,2,5,2
5306,Digital Forensics,Criminal Investigation and Forensics,"Law, Regulation, and Compliance",Specialized Skill,False,182,14,7,39
5307,Digital Guardian,Cybersecurity,Information Technology,Specialized Skill,True,2,0,0,0
5308,Digital Health Technologies,Medical Equipment and Technology,Health Care,Specialized Skill,False,38,3,4,4
5309,Digital Humanities,Social Studies,"Economics, Policy, and Social Studies",Specialized Skill,False,31,3,3,2
5310,Digital Illustration,Digital Design,Design,Specialized Skill,False,8,0,0,1
5311,Digital Image,Digital Design,Design,Specialized Skill,False,3,0,0,0
5312,Digital Image Correlation,Engineering Practices,Engineering,Specialized Skill,True,7,2,0,3
5313,Digital Image Processing,Image Analysis,Analysis,Specialized Skill,False,4,1,3,0
5314,Digital Imaging,Digital Design,Design,Specialized Skill,False,174,16,24,15
5315,Digital Integration,Electrical and Computer Engineering,Engineering,Specialized Skill,False,68,10,14,16
5316,Digital Journalism,Journalism,Media and Communications,Specialized Skill,False,25,18,0,0
5317,Digital Learning Technology,Education Software and Technology,Education and Training,Specialized Skill,False,18,2,3,1
5318,Digital Literacy,Basic Technical Knowledge,Information Technology,Common Skill,False,1093,154,138,119
5319,Digital Logic,Electrical and Computer Engineering,Engineering,Specialized Skill,False,28,2,7,7
5320,Digital Mailroom,Document Management,Administration,Specialized Skill,False,20,3,3,3
5321,Digital Mapping,Geospatial Information and Technology,Information Technology,Specialized Skill,False,14,5,2,4
5322,Digital Marketing,Digital Marketing,Marketing and Public Relations,Specialized Skill,False,9203,2940,215,3216
5323,Digital Marketing Certification,,,Certification,False,2,1,0,1
5324,Digital Media,Media Production,Media and Communications,Specialized Skill,False,121,25,4,23
5325,Digital Media Sales,Specialized Sales,Sales,Specialized Skill,False,27,12,0,3
5326,Digital Media Strategy,Digital Marketing,Marketing and Public Relations,Specialized Skill,False,1142,258,63,327
5327,Digital Merchandising,E-Commerce,Sales,Specialized Skill,False,30,3,1,4
5328,Digital Mockup,Digital Design,Design,Specialized Skill,False,2,0,0,1
5329,Digital Modeling And Fabrication,Drafting and Engineering Design,Engineering,Specialized Skill,False,31,4,4,4
5330,Digital Negative,,,Specialized Skill,False,1,1,0,0
5331,Digital Network Architecture,General Networking,Information Technology,Specialized Skill,False,1,0,0,1
5332,Digital Network Control System,General Networking,Information Technology,Specialized Skill,False,1,1,0,0
5333,Digital Painting,Digital Design,Design,Specialized Skill,False,8,0,0,1
5334,Digital Pathology,Pathology,Health Care,Specialized Skill,False,64,9,27,5
5335,Digital Photography,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,71,6,2,6
5336,Digital Preservation,Library and Archiving,Education and Training,Specialized Skill,False,20,1,4,2
5337,Digital Printing,Production and Assembly,Manufacturing and Production,Specialized Skill,False,382,75,32,35
5338,Digital Private Network Signaling Systems,,,Specialized Skill,True,3,1,0,0
5339,Digital Product Management,Product Management,Business,Specialized Skill,False,365,116,11,31
5340,Digital Productions,Media Production,Media and Communications,Specialized Skill,False,167,39,18,18
5341,Digital Project Management,Project Management,Business,Specialized Skill,False,539,25,6,53
5342,Digital Prototyping,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,False,10,1,1,2
5343,Digital Publishing,Media Production,Media and Communications,Specialized Skill,False,295,119,9,37
5344,Digital Radiography,Medical Imaging,Health Care,Specialized Skill,False,171,5,6,5
5345,Digital Recording,Media Production,Media and Communications,Specialized Skill,False,12,1,3,1
5346,Digital Rights Management,IT Management,Information Technology,Specialized Skill,False,16,3,4,1
5347,Digital Sales,Specialized Sales,Sales,Specialized Skill,False,353,95,11,40
5348,Digital Sculpting,Digital Design,Design,Specialized Skill,False,4,0,0,1
5349,Digital Security,Cybersecurity,Information Technology,Specialized Skill,False,137,13,14,46
5350,Digital Signage,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,166,35,23,35
5351,Digital Signal Processing,Signal Processing,Engineering,Specialized Skill,False,515,129,167,120
5352,Digital Signal Processor,Signal Processing,Engineering,Specialized Skill,False,17,4,6,3
5353,Digital Signals,Telecommunications,Information Technology,Specialized Skill,False,15,8,3,2
5354,Digital Signature,Cybersecurity,Information Technology,Specialized Skill,False,28,5,7,2
5355,Digital Single-Lens Reflex Cameras,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,66,0,0,1
5356,Digital Sketching,Digital Design,Design,Specialized Skill,False,2,0,0,2
5357,Digital Storytelling,Media Production,Media and Communications,Specialized Skill,False,58,34,2,3
5358,Digital Strategy Development,Business Analysis,Business,Specialized Skill,False,337,46,51,83
5359,Digital Subscriber Line,Telecommunications,Information Technology,Specialized Skill,False,40,3,7,16
5360,Digital Subscriber Line Access Multiplexer,Networking Hardware,Information Technology,Specialized Skill,True,6,1,1,3
5361,Digital Systems,Computer Science,Information Technology,Specialized Skill,False,470,55,69,104
5362,Digital Technology,Basic Technical Knowledge,Information Technology,Specialized Skill,False,951,112,88,189
5363,Digital Transformation,IT Management,Information Technology,Specialized Skill,False,2612,306,322,755
5364,Digital Transformation Management,,,Specialized Skill,False,2,1,0,0
5365,Digital Twin,Simulation and Simulation Software,Engineering,Specialized Skill,False,137,19,26,41
5366,Digital Video,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,176,32,14,27
5367,Digital Video Production,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,8,4,0,2
5368,Digital Video Recorder,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,3,1,0,0
5369,Digital-To-Analog Converter,Circuitry,Engineering,Specialized Skill,False,9,4,1,1
5370,DigitalOcean,Cloud Solutions,Information Technology,Specialized Skill,True,48,2,28,7
5371,Digitization,Computer Science,Information Technology,Common Skill,False,159,26,21,31
5372,Dilatometer,,,Specialized Skill,False,1,0,0,0
5373,Dilution Refrigerator,,,Specialized Skill,False,1,0,0,0
5374,Dimensional Analysis,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,14,3,2,4
5375,Dimensional Metrology,Product Inspection,Manufacturing and Production,Specialized Skill,False,10,2,2,6
5376,Dimensional Modeling,Data Storage,Information Technology,Specialized Skill,False,126,2,15,107
5377,Dimensionality Reduction,Data Science,Analysis,Specialized Skill,False,29,2,3,6
5378,Dimensioning,Engineering Practices,Engineering,Specialized Skill,False,17,12,1,3
5379,Diploma In Nursing,,,Certification,False,176,0,4,0
5380,Diplomacy,Social Skills,Physical and Inherent Abilities,Common Skill,False,4420,425,312,470
5381,DirSync Pro,System Design and Implementation,Information Technology,Specialized Skill,True,4,2,1,1
5382,Direct Access Storage Devices,Data Storage,Information Technology,Specialized Skill,False,2,0,0,2
5383,Direct Digital Controls (DDC),Automation Engineering,Engineering,Specialized Skill,False,1,0,1,0
5384,Direct Digital Manufacturing,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,5,1,0,4
5385,Direct Drive Mechanism,Mechanical Engineering,Engineering,Specialized Skill,False,7,1,2,3
5386,Direct Imports,Procurement,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,4,1,0,1
5387,Direct Instruction,Teaching,Education and Training,Specialized Skill,False,72,5,1,15
5388,Direct Investments,Investment Management,Finance,Specialized Skill,False,54,11,3,8
5389,Direct Market Access,Electronic Trading,Finance,Specialized Skill,False,6,0,1,3
5390,Direct Marketing,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,1005,273,33,270
5391,Direct Materials Sourcing,Procurement,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3,2,0,1
5392,Direct Patient Care,Nursing and Patient Care,Health Care,Specialized Skill,False,358,3,6,4
5393,Direct Response Television,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,22,9,0,7
5394,Direct Selling,General Sales Practices,Sales,Specialized Skill,False,1998,402,129,125
5395,Direct Store Delivery,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2,0,0,2
5396,Direct Tax,Tax,Finance,Specialized Skill,False,183,8,2,7
5397,Direct-Attached Storage,Data Storage,Information Technology,Specialized Skill,False,3,0,2,1
5398,Direct-to-Consumer (DTC),E-Commerce,Sales,Specialized Skill,False,172,46,13,36
5399,Direct3D,Application Programming Interface (API),Information Technology,Specialized Skill,True,8,0,7,1
5400,DirectX (Software),Microsoft Development Tools,Information Technology,Specialized Skill,True,64,1,50,7
5401,Directcompute,,,Specialized Skill,True,1,0,0,0
5402,Directed Acyclic Graph (Directed Graphs),Data Science,Analysis,Specialized Skill,False,6,1,2,0
5403,Directed Energy Systems,Military Technology and Weapons,Public Safety and National Security,Specialized Skill,False,1,1,0,0
5404,Direction Finding,Radio Frequency (RF),Engineering,Specialized Skill,False,6,3,1,0
5405,Directional Boring,General Construction and Construction Labor,Architecture and Construction,Specialized Skill,False,3,1,0,0
5406,Directional Drilling,Geological Engineering,Engineering,Specialized Skill,False,7,2,2,3
5407,Directly Observed Therapy,Patient Education and Support,Health Care,Specialized Skill,False,3,0,0,0
5408,Directory Permissions,Systems Administration,Information Technology,Specialized Skill,False,1,1,0,0
5409,Directory Service,Systems Administration,Information Technology,Specialized Skill,True,101,6,18,37
5410,Directory Structure,Data Management,Information Technology,Specialized Skill,False,38,6,8,5
5411,Dirty Data,Data Management,Information Technology,Specialized Skill,False,1,0,0,1
5412,Disabilities,Physical Therapy,Health Care,Specialized Skill,False,3580,47,29,218
5413,Disability Claims,Insurance and Warranty Claims Processing,Customer and Client Support,Specialized Skill,False,4,0,1,2
5414,Disability Management,Patient Education and Support,Health Care,Specialized Skill,False,49,0,3,5
5415,Disability Prevention,Physical Therapy,Health Care,Specialized Skill,False,10,0,0,0
5416,Disambiguation,Natural Language Processing (NLP),Analysis,Specialized Skill,False,1,0,1,0
5417,Disassembler,Software Development Tools,Information Technology,Specialized Skill,False,174,79,27,21
5418,Disaster Medicine,Emergency Services,Public Safety and National Security,Specialized Skill,False,3,0,0,0
5419,Disaster Planning,Disaster Management,Public Safety and National Security,Specialized Skill,False,23,4,2,2
5420,Disaster Preparedness,Disaster Management,Public Safety and National Security,Specialized Skill,False,11,3,0,4
5421,Disaster Recovery,Business Continuity,Business,Specialized Skill,False,1439,130,206,559
5422,Disaster Recovery Plan,Business Continuity,Business,Specialized Skill,False,142,13,11,59
5423,Disaster Recovery Solution,Business Continuity,Business,Specialized Skill,False,219,55,20,30
5424,Disaster Response,Disaster Management,Public Safety and National Security,Specialized Skill,False,12,0,2,1
5425,Disc Jockey,Music,"Performing Arts, Sports, and Recreation",Specialized Skill,False,3,0,0,1
5426,Discharge Planning,Health Care Administration,Health Care,Specialized Skill,False,1032,15,15,7
5427,Discharge Summaries,Health Information Management and Medical Records,Health Care,Specialized Skill,False,140,2,5,0
5428,Discipleship,Religious Studies and Services,Social and Human Services,Specialized Skill,False,14,1,0,0
5429,Disciplinary Procedures,Human Resources Management and Planning,Human Resources,Specialized Skill,False,336,40,22,21
5430,Disciplined Agile Delivery,Agile Software Development,Information Technology,Specialized Skill,False,64,3,22,16
5431,Disconnected Environment,,,Specialized Skill,False,1,1,0,0
5432,Discontinuous Transmission,Telecommunications,Information Technology,Specialized Skill,False,15,0,0,14
5433,Discount Calculation,Mathematics and Mathematical Modeling,Analysis,Common Skill,False,2,0,0,1
5434,Discount Stores,Retail Sales,Sales,Specialized Skill,False,1,0,1,0
5435,Discounted Cash Flow,Financial Analysis,Finance,Specialized Skill,False,67,14,0,18
5436,Discounts And Allowances,Cash Register Operation,Customer and Client Support,Specialized Skill,False,923,87,56,71
5437,Discourse Analysis,"Language Interpretation, Translation, and Studies",Media and Communications,Specialized Skill,False,11,1,2,1
5438,Discovery Learning,Childhood Education and Development,Education and Training,Specialized Skill,False,4,0,0,1
5439,Discrete Element Modeling Software,Materials Science and Engineering,Engineering,Specialized Skill,True,3,0,0,0
5440,Discrete Event Simulation,Simulation and Simulation Software,Engineering,Specialized Skill,False,14,4,5,1
5441,Discrete Manufacturing,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,16,5,0,6
5442,Discrete Mathematics,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,10,3,4,0
5443,Discretization,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,1,0,0,1
5444,Discrimination Complaints,Labor Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,3,0,0,0
5445,Discussion Facilitation,Communication,Media and Communications,Common Skill,False,349,39,19,99
5446,Disease Biology,Biology,Science and Research,Specialized Skill,False,24,1,10,4
5447,Disease Control,Public Health and Disease Prevention,Health Care,Specialized Skill,False,58,11,19,2
5448,Disease Etiology,General Medicine,Health Care,Specialized Skill,False,19,4,4,2
5449,Disease Management,General Medicine,Health Care,Specialized Skill,False,62,3,4,2
5450,Disease Modeling,Medical Science and Research,Science and Research,Specialized Skill,False,34,5,15,3
5451,Disease Prevention,Public Health and Disease Prevention,Health Care,Specialized Skill,False,87,2,3,1
5452,Disease Surveillance,Public Health and Disease Prevention,Health Care,Specialized Skill,False,7,0,0,2
5453,Disintermediation,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1,0,0,1
5454,Disk Array Controllers,Computer Hardware,Information Technology,Specialized Skill,False,3,0,1,2
5455,Disk Arrays,Computer Hardware,Information Technology,Specialized Skill,False,15,2,2,8
5456,Disk Controller,Computer Hardware,Information Technology,Specialized Skill,False,26,9,4,6
5457,Disk Defragmentation,Data Storage,Information Technology,Specialized Skill,False,4,0,1,3
5458,Disk Enclosure,,,Specialized Skill,False,2,0,2,0
5459,Disk Io,Computer Science,Information Technology,Specialized Skill,False,2,0,2,0
5460,Disk Storage,Data Storage,Information Technology,Specialized Skill,False,42,3,7,22
5461,Disk Subsystems,Computer Hardware,Information Technology,Specialized Skill,False,2,1,1,0
5462,Diskpart,,,Specialized Skill,True,1,0,0,1
5463,Dispatch Coordination,Transportation Operations,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,15,3,2,1
5464,Dispatch Planning,Transportation Operations,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,21,6,5,1
5465,Dispatching,Business Operations,Business,Specialized Skill,False,250,27,64,24
5466,Dispersion (Optics),Physics,Science and Research,Specialized Skill,False,1,0,1,0
5467,Displacement (Fluid),Mechanical Engineering,Engineering,Specialized Skill,False,65,15,5,8
5468,Display Advertising,Online Advertising,Marketing and Public Relations,Specialized Skill,False,226,95,5,65
5469,Display Control,,,Specialized Skill,False,2,0,0,1
5470,Display Devices,Electronic Hardware,Engineering,Specialized Skill,False,175,33,22,37
5471,DisplayPort,Networking Hardware,Information Technology,Specialized Skill,False,11,3,4,2
5472,Dispute Resolution,Litigation and Civil Justice,"Law, Regulation, and Compliance",Specialized Skill,False,1711,134,33,100
5473,Disruptive Innovation,Business Strategy,Business,Specialized Skill,False,11,4,1,2
5474,Dissection,Laboratory Research,Science and Research,Specialized Skill,False,19,1,13,2
5475,Dissemination,Business Communications,Business,Specialized Skill,False,126,24,8,25
5476,Dissociation,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,11,2,2,0
5477,Distance Learning,Teaching,Education and Training,Specialized Skill,False,3005,466,405,249
5478,Distcc,,,Specialized Skill,True,1,0,1,0
5479,Distech (Building Automation System),Automation Engineering,Engineering,Specialized Skill,True,10,5,0,4
5480,Distillation,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,11,2,5,3
5481,Distress Signals,Emergency Services,Public Safety and National Security,Specialized Skill,False,1,0,0,0
5482,Distressed Securities,Risk Management,Business,Specialized Skill,False,32,5,1,4
5483,Distributed Antenna Systems,Telecommunications,Information Technology,Specialized Skill,False,8,3,0,3
5484,Distributed Cache,Distributed Computing,Information Technology,Specialized Skill,True,6,0,5,0
5485,Distributed Component Object Model,Distributed Computing,Information Technology,Specialized Skill,True,4,1,3,0
5486,Distributed Computing,Distributed Computing,Information Technology,Specialized Skill,False,303,34,89,97
5487,Distributed Control Systems,Automation Engineering,Engineering,Specialized Skill,False,405,148,75,92
5488,Distributed Data Store,Distributed Computing,Information Technology,Specialized Skill,False,115,6,47,51
5489,Distributed Database,Databases,Information Technology,Specialized Skill,True,22,0,9,12
5490,Distributed Denial-Of-Service (DDoS) Attacks,Cybersecurity,Information Technology,Specialized Skill,False,116,15,11,19
5491,Distributed Design Patterns,Distributed Computing,Information Technology,Specialized Skill,False,2,0,1,1
5492,Distributed Development,Software Development,Information Technology,Specialized Skill,False,45,4,19,8
5493,Distributed File Systems,Distributed Computing,Information Technology,Specialized Skill,False,133,20,23,50
5494,Distributed Firewall,Network Security,Information Technology,Specialized Skill,False,2,0,1,1
5495,Distributed Generation,Electrical Power,Energy and Utilities,Specialized Skill,False,32,8,5,10
5496,Distributed Ledgers,Blockchain,Information Technology,Specialized Skill,False,90,14,20,24
5497,Distributed Network Protocol (DNP3),Network Protocols,Information Technology,Specialized Skill,False,37,8,11,10
5498,Distributed Object,Distributed Computing,Information Technology,Specialized Skill,False,2,0,2,0
5499,Distributed Order Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3,1,0,1
5500,Distributed Programming,Distributed Computing,Information Technology,Specialized Skill,False,8,0,6,2
5501,Distributed Replicated Block Device,Cloud Solutions,Information Technology,Specialized Skill,False,3,0,1,1
5502,Distributed Resource Scheduler,Distributed Computing,Information Technology,Specialized Skill,False,17,1,3,11
5503,Distributed Revision Control,Version Control,Information Technology,Specialized Skill,False,38,1,23,0
5504,Distributed Team Management,People Management,Business,Common Skill,False,183,20,9,31
5505,Distributed Temperature Sensing (DTS),Optical Engineering,Engineering,Specialized Skill,False,84,8,13,25
5506,Distributed Testing,Software Quality Assurance,Information Technology,Specialized Skill,False,2,0,0,1
5507,Distributed Transaction,Distributed Computing,Information Technology,Specialized Skill,False,7,1,4,2
5508,Distribution Amplifier,Signal Processing,Engineering,Specialized Skill,False,21,5,3,4
5509,Distribution Board,Electrical Construction,Architecture and Construction,Specialized Skill,False,195,73,73,36
5510,Distribution Management Systems,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,76,20,4,20
5511,Distribution Software,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,True,25,6,5,4
5512,Distribution Strategies,Product Management,Business,Specialized Skill,False,147,40,3,27
5513,Distribution System Operators (DSO),Electrical Power,Energy and Utilities,Specialized Skill,False,4,0,0,3
5514,Distribution Transformer,Electrical Power,Energy and Utilities,Specialized Skill,False,1,0,0,1
5515,Diver Certification,,,Certification,False,2,1,1,0
5516,Diverse Learners,Teaching,Education and Training,Specialized Skill,False,10,0,0,0
5517,Diversification (Investing),Investment Management,Finance,Specialized Skill,False,122,10,1,20
5518,Diversity And Inclusion,Human Resources Management and Planning,Human Resources,Specialized Skill,False,122,7,6,11
5519,Diversity Awareness,Social Skills,Physical and Inherent Abilities,Common Skill,False,45,5,3,3
5520,Diversity Equity And Inclusion Initiatives,Human Resources Management and Planning,Human Resources,Specialized Skill,False,11,2,1,0
5521,Diversity Management,Human Resources Management and Planning,Human Resources,Specialized Skill,False,13,2,0,0
5522,Diversity Marketing,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,1,0,0,1
5523,Diversity Programs,Employee Relations,Human Resources,Specialized Skill,False,5,0,1,1
5524,Diversity Scheme,,,Specialized Skill,False,2,0,0,0
5525,Diversity Strategies,Human Resources Management and Planning,Human Resources,Specialized Skill,False,59,5,4,5
5526,Diversity Training,Employee Training,Human Resources,Specialized Skill,False,70,3,4,17
5527,Divestitures,Financial Management,Finance,Specialized Skill,False,121,25,1,24
5528,Divi WordPress Theme,Web Design and Development,Information Technology,Specialized Skill,True,8,0,4,1
5529,Dividend Calculations,Investment Management,Finance,Specialized Skill,False,2,0,0,0
5530,Dividend Discount Models,,,Specialized Skill,False,4,2,0,0
5531,Dividend Reinvestment Plan,Investment Management,Finance,Specialized Skill,False,1,0,0,1
5532,Dividend Yield,,,Specialized Skill,False,3,0,0,0
5533,Diving,Sports and Recreation,"Performing Arts, Sports, and Recreation",Specialized Skill,False,43,4,5,1
5534,Diving Medicine,General Medicine,Health Care,Specialized Skill,False,1,0,0,0
5535,Django (Web Framework),Web Design and Development,Information Technology,Specialized Skill,True,898,29,670,69
5536,DoD Information Assurance (IA) Certification,,,Certification,False,10,0,0,6
5537,DoDAF,System Design and Implementation,Information Technology,Specialized Skill,True,15,0,0,11
5538,Dock-To-Stock,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1,0,0,0
5539,Docker (Software),Software Development Tools,Information Technology,Specialized Skill,True,6957,314,4612,1084
5540,Docker Compose,Software Development Tools,Information Technology,Specialized Skill,False,62,2,50,4
5541,Docker Container,Software Development Tools,Information Technology,Specialized Skill,True,38,2,25,7
5542,Docker Hub,Software Development Tools,Information Technology,Specialized Skill,True,1,0,0,1
5543,Docker Machine,Virtualization and Virtual Machines,Information Technology,Specialized Skill,True,7,0,6,1
5544,Docker Swarm,Virtualization and Virtual Machines,Information Technology,Specialized Skill,True,109,5,75,17
5545,Dockerfile,Software Development Tools,Information Technology,Specialized Skill,True,1,0,1,0
5546,Docketing (Court),Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,38,4,6,1
5547,Docking (Computers),Computer Hardware,Information Technology,Specialized Skill,False,31,1,5,5
5548,Doctor Of Physical Therapy,Physical Therapy,Health Care,Certification,False,1,0,0,0
5549,Doctor Of Public Health,,,Certification,False,3,0,0,0
5550,Doctrine Query Language (DQL),Query Languages,Information Technology,Specialized Skill,True,6,0,4,2
5551,Doctrine2,,,Specialized Skill,False,1,0,0,0
5552,DocuWare,,,Specialized Skill,True,1,0,1,0
5553,Document And Media Exploitation,Intelligence Collection and Analysis,Public Safety and National Security,Specialized Skill,False,3,0,1,1
5554,Document Capture Software,Document Management,Administration,Specialized Skill,True,16,1,5,3
5555,Document Classification,Library and Archiving,Education and Training,Specialized Skill,False,14,1,2,6
5556,Document Comparison,Writing and Editing,Media and Communications,Specialized Skill,False,4,0,0,0
5557,Document Composition,Software Development,Information Technology,Specialized Skill,False,11,1,7,1
5558,Document Control,Document Management,Administration,Specialized Skill,False,1587,170,436,303
5559,Document Conversion,Document Management,Administration,Specialized Skill,False,8,1,1,3
5560,Document Development Life Cycle (DDLC),Writing and Editing,Media and Communications,Specialized Skill,False,1,0,0,0
5561,Document Engineering,,,Specialized Skill,False,2,0,1,1
5562,Document Formatting,Writing and Editing,Media and Communications,Specialized Skill,False,225,11,9,11
5563,Document Imaging,Document Management,Administration,Specialized Skill,False,102,7,8,5
5564,Document Layout Analysis,Image Analysis,Analysis,Specialized Skill,False,17,0,3,2
5565,Document Management,Document Management,Administration,Specialized Skill,False,1197,105,190,165
5566,Document Management Systems,Document Management,Administration,Specialized Skill,False,762,80,151,89
5567,Document Object Model,Software Development Tools,Information Technology,Specialized Skill,True,255,30,47,16
5568,Document Preparations,Writing and Editing,Media and Communications,Specialized Skill,False,265,32,26,27
5569,Document Processing,Document Management,Administration,Specialized Skill,False,77,2,16,7
5570,Document Processor,Administrative Support and Clerical Tasks,Administration,Specialized Skill,False,2,0,0,0
5571,Document Production,Document Management,Administration,Specialized Skill,False,439,49,25,29
5572,Document Retrieval,Document Management,Administration,Specialized Skill,False,44,4,5,2
5573,Document Review,Writing and Editing,Media and Communications,Specialized Skill,False,314,30,27,44
5574,Document Structure Description,Extensible Languages and XML,Information Technology,Specialized Skill,False,9,0,1,4
5575,Document Type Definition,Extensible Languages and XML,Information Technology,Specialized Skill,False,13,4,0,1
5576,Document-Oriented Databases,Databases,Information Technology,Specialized Skill,True,137,13,32,65
5577,Documentary Films,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,87,14,7,2
5578,Documentation Based Coding,Software Development,Information Technology,Specialized Skill,False,31,5,7,5
5579,Documentation Generation,Engineering Practices,Engineering,Specialized Skill,False,22,1,5,8
5580,Documentum,Content Management Systems,Information Technology,Specialized Skill,True,27,0,14,8
5581,Dodd-Frank Act,Financial Regulation,Finance,Specialized Skill,False,104,19,10,27
5582,Dog Training,Animal Care,Personal Care and Services,Specialized Skill,False,27,3,2,0
5583,Dojo Toolkit,JavaScript and jQuery,Information Technology,Specialized Skill,True,35,2,7,2
5584,Dolby Digital,Audio Production and Technology,Media and Communications,Specialized Skill,False,1,1,0,0
5585,Dollies,Material Handling,"Transportation, Supply Chain, and Logistics",Common Skill,False,66,15,13,4
5586,Domain Controllers,Network Security,Information Technology,Specialized Skill,False,65,10,7,24
5587,Domain Driven Design,Software Development,Information Technology,Specialized Skill,False,213,6,151,41
5588,Domain Model,Software Development,Information Technology,Specialized Skill,False,6,0,2,4
5589,Domain Name System,General Networking,Information Technology,Specialized Skill,True,49,5,3,17
5590,Domain Name System (DNS) Servers,Systems Administration,Information Technology,Specialized Skill,True,8,2,0,4
5591,Domain Name System Security Extensions,Network Security,Information Technology,Specialized Skill,True,11,0,2,4
5592,Domain Registration,General Networking,Information Technology,Specialized Skill,False,9,2,3,0
5593,Domain-Specific Language,Other Programming Languages,Information Technology,Specialized Skill,True,13,2,9,1
5594,Domainkeys Identified Mail,Cybersecurity,Information Technology,Specialized Skill,False,24,1,3,8
5595,Domestic Roof Construction,Roofing,Architecture and Construction,Specialized Skill,False,7,1,5,0
5596,Domestic Shipping,General Shipping and Receiving,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,7,5,1,0
5597,Domino XML Language,Extensible Languages and XML,Information Technology,Specialized Skill,True,8,1,4,3
5598,Domo,Business Intelligence Software,Analysis,Specialized Skill,True,44,6,0,21
5599,Donor-Advised Funds,Fundraising and Crowdsourcing,Marketing and Public Relations,Specialized Skill,False,2,0,0,2
5600,Doodle,,,Specialized Skill,True,1,0,0,0
5601,Door Frames,Carpentry,Architecture and Construction,Specialized Skill,False,126,16,87,3
5602,Door Hinges,General Repairs and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,146,42,38,10
